slug,category,filename,aspect,prompt
muslos-de-pollo-asados-con-manzana,almuerzo,receta-muslos-de-pollo-asados-con-manzana.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Plato principal servido en plato infantil de cerámica crema, porción pequeña. PLATILLO: Muslos de Pollo Asados con Manzana, con muslo de pollo, manzana, servido de forma apetitosa y natural"
nachos-caseros,colacion,receta-nachos-caseros.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Porción para llevar sobre servilleta de tela, presentación sencilla. PLATILLO: Nachos Caseros, con harina de trigo, harina de maíz, servido de forma apetitosa y natural"
natilla-de-maiz-con-pera,postre,receta-natilla-de-maiz-con-pera.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Porción individual pequeña en recipiente infantil, presentación sencilla sin decoración excesiva. PLATILLO: Natilla de Maíz con Pera, con leche entera, fécula de maíz, pera, servido de forma apetitosa y natural"
nido-de-pan-integral-con-huevo,desayuno,receta-nido-de-pan-integral-con-huevo.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servicio matutino en plato infantil de cerámica crema, luz más clara y fresca. PLATILLO: Nido de Pan Integral con Huevo, con pan integral, huevo, mantequilla, servido de forma apetitosa y natural"
nuggets-de-brocoli,lonchera,receta-nuggets-de-brocoli.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido dentro de un compartimento de lonchera bento abierta, vista cenital. PLATILLO: Nuggets de Brócoli, con brócoli, avena molida, huevo, servido de forma apetitosa y natural"
nuggets-de-pollo-caseros,almuerzo,receta-nuggets-de-pollo-caseros.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Plato principal servido en plato infantil de cerámica crema, porción pequeña. PLATILLO: Nuggets de Pollo Caseros, con pechuga de pollo, huevo, pan molido, servido de forma apetitosa y natural"
nuggets-de-pollo-sin-huevo,cena,receta-nuggets-de-pollo-sin-huevo.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Plato principal servido en plato infantil de cerámica crema, porción pequeña, ambiente cálido de cena. PLATILLO: Nuggets de pollo sin huevo y sin lactosa, con pechuga de pollo, pan rallado sin sal, harina de avena, servido de forma apetitosa y natural"
nuggets-de-pollo,almuerzo,receta-nuggets-de-pollo.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Plato principal servido en plato infantil de cerámica crema, porción pequeña. PLATILLO: Nuggets de Pollo, con pechuga de pollo sin piel, huevo, harina de avena, servido de forma apetitosa y natural"
omelette-de-calabacita,cena,receta-omelette-de-calabacita.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Plato principal servido en plato infantil de cerámica crema, porción pequeña, ambiente cálido de cena. PLATILLO: Omelette de Calabacita, con huevo, calabacita, servido de forma apetitosa y natural"
omelette-de-papa-y-brocoli,cena,receta-omelette-de-papa-y-brocoli.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Plato principal servido en plato infantil de cerámica crema, porción pequeña, ambiente cálido de cena. PLATILLO: Omelette de Papa y Brócoli, con papa, brócoli, huevo, servido de forma apetitosa y natural"
omelette-de-verduritas,desayuno,receta-omelette-de-verduritas.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servicio matutino en plato infantil de cerámica crema, luz más clara y fresca. PLATILLO: Omelette de Verduritas de Colores, con huevo, calabacita, pimiento rojo, servido de forma apetitosa y natural"
paletas-de-sandia-y-kiwi,postre,receta-paletas-de-sandia-y-kiwi.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Porción individual pequeña en recipiente infantil, presentación sencilla sin decoración excesiva. PLATILLO: Paletas de Sandía y Kiwi, con sandía, kiwi, jugo de naranja o mandarina, servido de forma apetitosa y natural"
paletas-heladas-de-fruta,postre,receta-paletas-heladas-de-fruta.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Porción individual pequeña en recipiente infantil, presentación sencilla sin decoración excesiva. PLATILLO: Paletas Heladas de Fruta, con mango, plátano, jugo de naranja natural, servido de forma apetitosa y natural"
palitos-crocantes-de-avena-y-ajonjoli,lonchera,receta-palitos-crocantes-de-avena-y-ajonjoli.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido dentro de un compartimento de lonchera bento abierta, vista cenital. PLATILLO: Palitos Crocantes de Avena y Ajonjolí, con harina de trigo integral, hojuelas de avena molidas, ajonjolí, servido de forma apetitosa y natural"
palitos-de-arroz,colacion,receta-palitos-de-arroz.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Porción para llevar sobre servilleta de tela, presentación sencilla. PLATILLO: Palitos de arroz, con arroz cocido, zanahoria, queso crema sin sal, servido de forma apetitosa y natural"
palitos-de-verduras,colacion,receta-palitos-de-verduras.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Porción para llevar sobre servilleta de tela, presentación sencilla. PLATILLO: Palitos de Verduras, con zanahoria, pepino, pimiento morrón rojo, servido de forma apetitosa y natural"
palomitas-de-maiz,colacion,receta-palomitas-de-maiz.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Porción para llevar sobre servilleta de tela, presentación sencilla. PLATILLO: Palomitas de Maíz, con maíz para palomitas, mantequilla, miel, servido de forma apetitosa y natural"
pan-de-calabacin,lonchera,receta-pan-de-calabacin.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido dentro de un compartimento de lonchera bento abierta, vista cenital. PLATILLO: Pan de Calabacín, con calabacín, harina de avena, huevo, servido de forma apetitosa y natural"
pan-de-camote-y-ajonjoli,lonchera,receta-pan-de-camote-y-ajonjoli.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido dentro de un compartimento de lonchera bento abierta, vista cenital. PLATILLO: Pan Suave de Camote y Ajonjolí, con camote, plátano maduro, harina de trigo integral, servido de forma apetitosa y natural"
pan-de-queso,lonchera,receta-pan-de-queso.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido dentro de un compartimento de lonchera bento abierta, vista cenital. PLATILLO: Pan de Queso, con almidón de yuca, queso rallado, huevos, servido de forma apetitosa y natural"
pan-integral-casero,desayuno,receta-pan-integral-casero.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servicio matutino en plato infantil de cerámica crema, luz más clara y fresca. PLATILLO: Pan Integral Casero, con harina integral, levadura seca, servido de forma apetitosa y natural"
pan-rosado,lonchera,receta-pan-rosado.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido dentro de un compartimento de lonchera bento abierta, vista cenital. PLATILLO: Pan Rosado de Remolacha, con harina de trigo, avena en hojuelas, zanahoria cocida, servido de forma apetitosa y natural"
panecitos-de-maiz-y-choclo,lonchera,receta-panecitos-de-maiz-y-choclo.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido dentro de un compartimento de lonchera bento abierta, vista cenital. PLATILLO: Panecitos de Maíz y Choclo, con harina de maíz amarilla, harina de trigo integral, choclo, servido de forma apetitosa y natural"
panqueques-de-banana,desayuno,receta-panqueques-de-banana.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servicio matutino en plato infantil de cerámica crema, luz más clara y fresca. PLATILLO: Panqueques de Banana, con banana madura, leche o agua, avena en hojuelas o harina de avena, servido de forma apetitosa y natural"
panqueques-de-camote,desayuno,receta-panqueques-de-camote.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servicio matutino en plato infantil de cerámica crema, luz más clara y fresca. PLATILLO: Panqueques de Camote, con camote, huevo, harina de avena, servido de forma apetitosa y natural"
panqueques-de-espinaca,desayuno,receta-panqueques-de-espinaca.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servicio matutino en plato infantil de cerámica crema, luz más clara y fresca. PLATILLO: Panqueques de Espinaca, con avena en hojuelas o harina de avena, espinaca fresca, huevo, servido de forma apetitosa y natural"
panqueques-de-manzana-y-canela,desayuno,receta-panqueques-de-manzana-y-canela.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servicio matutino en plato infantil de cerámica crema, luz más clara y fresca. PLATILLO: Panqueques de Manzana y Canela, con manzana, harina de avena, huevo, servido de forma apetitosa y natural"
panqueques-de-papa-y-calabacita,almuerzo,receta-panqueques-de-papa-y-calabacita.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Plato principal servido en plato infantil de cerámica crema, porción pequeña. PLATILLO: Panqueques de Papa y Calabacita, con papa, calabacita, huevo, servido de forma apetitosa y natural"
panqueques-de-platano-y-avena,desayuno,receta-panqueques-de-platano-y-avena.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servicio matutino en plato infantil de cerámica crema, luz más clara y fresca. PLATILLO: Panqueques de Plátano y Avena, con plátano, huevo, harina de avena, servido de forma apetitosa y natural"
papas-empanizadas-al-horno,colacion,receta-papas-empanizadas-al-horno.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Porción para llevar sobre servilleta de tela, presentación sencilla. PLATILLO: Papas Empanizadas al Horno, con papas, harina de maíz, romero seco, servido de forma apetitosa y natural"
papilla-de-avena-con-platano,papilla,receta-papilla-de-avena-con-platano.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido en bowl pequeño de silicona color menta, textura de puré visible, cuchara de bebé al lado. PLATILLO: Papilla de avena con plátano, con avena en hojuelas, leche materna o fórmula, plátano maduro, servido de forma apetitosa y natural"
papilla-de-avena-y-pera,papilla,receta-papilla-de-avena-y-pera.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido en bowl pequeño de silicona color menta, textura de puré visible, cuchara de bebé al lado. PLATILLO: Papilla de Avena y Pera, con avena en hojuelas, pera, servido de forma apetitosa y natural"
papilla-de-carne-de-res-y-papa,papilla,receta-papilla-de-carne-de-res-y-papa.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido en bowl pequeño de silicona color menta, textura de puré visible, cuchara de bebé al lado. PLATILLO: Papilla de carne de res y papa, con carne de res magra, papa, servido de forma apetitosa y natural"
papilla-de-cereal-con-leche-materna,papilla,receta-papilla-de-cereal-con-leche-materna.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido en bowl pequeño de silicona color menta, textura de puré visible, cuchara de bebé al lado. PLATILLO: Papilla de cereal con leche materna, con cereal infantil sin gluten, leche materna o fórmula, manzana, servido de forma apetitosa y natural"
papilla-de-espinaca-y-ricotta,papilla,receta-papilla-de-espinaca-y-ricotta.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido en bowl pequeño de silicona color menta, textura de puré visible, cuchara de bebé al lado. PLATILLO: Papilla de Espinaca y Queso Ricotta, con espinaca fresca, queso ricotta, servido de forma apetitosa y natural"
papilla-de-frijoles-negros-y-platano,papilla,receta-papilla-de-frijoles-negros-y-platano.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido en bowl pequeño de silicona color menta, textura de puré visible, cuchara de bebé al lado. PLATILLO: Papilla de frijoles negros y plátano, con frijoles negros cocidos, plátano maduro, servido de forma apetitosa y natural"
papilla-de-frutas-mixtas,papilla,receta-papilla-de-frutas-mixtas.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido en bowl pequeño de silicona color menta, textura de puré visible, cuchara de bebé al lado. PLATILLO: Papilla de frutas mixtas, con plátano maduro, manzana, pera, servido de forma apetitosa y natural"
papilla-de-kiwi-y-espinaca,papilla,receta-papilla-de-kiwi-y-espinaca.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido en bowl pequeño de silicona color menta, textura de puré visible, cuchara de bebé al lado. PLATILLO: Papilla de kiwi y espinaca, con kiwi, espinaca, manzana, servido de forma apetitosa y natural"
papilla-de-lentejas-y-calabaza,papilla,receta-papilla-de-lentejas-y-calabaza.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido en bowl pequeño de silicona color menta, textura de puré visible, cuchara de bebé al lado. PLATILLO: Papilla de lentejas y calabaza, con lentejas cocidas, calabaza, servido de forma apetitosa y natural"
papilla-de-lentejas-y-zanahoria,papilla,receta-papilla-de-lentejas-y-zanahoria.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido en bowl pequeño de silicona color menta, textura de puré visible, cuchara de bebé al lado. PLATILLO: Papilla de lentejas y zanahoria, con lentejas cocidas, zanahoria, servido de forma apetitosa y natural"
papilla-de-maiz-y-pavo,papilla,receta-papilla-de-maiz-y-pavo.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido en bowl pequeño de silicona color menta, textura de puré visible, cuchara de bebé al lado. PLATILLO: Papilla de maíz y pavo, con maíz cocido, pechuga de pavo sin piel, servido de forma apetitosa y natural"
papilla-de-mango-y-aguacate,papilla,receta-papilla-de-mango-y-aguacate.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido en bowl pequeño de silicona color menta, textura de puré visible, cuchara de bebé al lado. PLATILLO: Papilla de mango y aguacate, con mango maduro, aguacate maduro, servido de forma apetitosa y natural"
papilla-de-pasta-con-tomate-y-espinaca,papilla,receta-papilla-de-pasta-con-tomate-y-espinaca.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido en bowl pequeño de silicona color menta, textura de puré visible, cuchara de bebé al lado. PLATILLO: Papilla de pasta con tomate y espinaca, con pasta pequeña, tomate maduro, espinaca fresca, servido de forma apetitosa y natural"
